y 2015
m 12
p 83.0931 243.885 2016:2:13:13:0:0
p 84.28 114.447 2016:2:14:4:0:0
p 75.0295 125.87 2016:2:14:5:0:0
p 67.0615 138.806 2016:2:14:6:0:0
p 61.0482 153.615 2016:2:14:7:0:0
p 57.6729 170.143 2016:2:14:8:0:0
p 57.4326 187.461 2016:2:14:9:0:0
p 60.3662 204.185 2016:2:14:10:0:0
p 66.0295 219.28 2016:2:14:11:0:0
p 73.7483 232.488 2016:2:14:12:0:0
p 82.8488 244.115 2016:2:14:13:0:0
p 84.0282 114.223 2016:2:15:4:0:0
p 74.7535 125.666 2016:2:15:5:0:0
p 66.7611 138.634 2016:2:15:6:0:0
p 60.7246 153.497 2016:2:15:7:0:0
p 57.3347 170.102 2016:2:15:8:0:0
p 57.095 187.51 2016:2:15:9:0:0
p 60.0448 204.313 2016:2:15:10:0:0
p 65.7333 219.464 2016:2:15:11:0:0
p 73.4786 232.704 2016:2:15:12:0:0
p 82.6038 244.351 2016:2:15:13:0:0
p 83.7717 113.999 2016:2:16:4:0:0
p 74.4732 125.462 2016:2:16:5:0:0
p 66.4563 138.462 2016:2:16:6:0:0
p 60.3969 153.379 2016:2:16:7:0:0
p 56.9927 170.064 2016:2:16:8:0:0
p 56.7544 187.564 2016:2:16:9:0:0
p 59.7213 204.448 2016:2:16:10:0:0
p 65.4357 219.653 2016:2:16:11:0:0
p 73.2081 232.925 2016:2:16:12:0:0
p 82.3582 244.591 2016:2:16:13:0:0
p 83.5106 113.775 2016:2:17:4:0:0
p 74.1885 125.258 2016:2:17:5:0:0
p 66.1474 138.291 2016:2:17:6:0:0
p 60.0651 153.263 2016:2:17:7:0:0
p 56.647 170.029 2016:2:17:8:0:0
p 56.4107 187.623 2016:2:17:9:0:0
p 59.3956 204.587 2016:2:17:10:0:0
p 65.1369 219.848 2016:2:17:11:0:0
p 72.937 233.152 2016:2:17:12:0:0
p 82.1122 244.836 2016:2:17:13:0:0
p 83.2449 113.551 2016:2:18:4:0:0
p 73.8996 125.054 2016:2:18:5:0:0
p 65.8343 138.12 2016:2:18:6:0:0
p 59.7294 153.148 2016:2:18:7:0:0
p 56.2978 169.997 2016:2:18:8:0:0
p 56.0642 187.685 2016:2:18:9:0:0
p 59.068 204.732 2016:2:18:10:0:0
p 64.8369 220.048 2016:2:18:11:0:0
p 72.6653 233.383 2016:2:18:12:0:0
p 81.8657 245.086 2016:2:18:13:0:0
p 82.9749 113.327 2016:2:19:4:0:0
p 73.6066 124.849 2016:2:19:5:0:0
p 65.5173 137.95 2016:2:19:6:0:0
p 59.3899 153.035 2016:2:19:7:0:0
p 55.9452 169.967 2016:2:19:8:0:0
p 55.715 187.752 2016:2:19:9:0:0
p 58.7385 204.883 2016:2:19:10:0:0
p 64.5359 220.254 2016:2:19:11:0:0
p 72.393 233.62 2016:2:19:12:0:0
p 81.619 245.34 2016:2:19:13:0:0
p 82.7006 113.102 2016:2:20:4:0:0
p 73.3097 124.645 2016:2:20:5:0:0
p 65.1965 137.779 2016:2:20:6:0:0
p 59.0468 152.922 2016:2:20:7:0:0
p 55.5892 169.94 2016:2:20:8:0:0
p 55.3631 187.824 2016:2:20:9:0:0
p 58.4073 205.038 2016:2:20:10:0:0
p 64.2339 220.465 2016:2:20:11:0:0
p 72.1204 233.862 2016:2:20:12:0:0
p 81.3719 245.599 2016:2:20:13:0:0
p 82.4222 112.878 2016:2:21:4:0:0
p 73.009 124.44 2016:2:21:5:0:0
p 64.872 137.609 2016:2:21:6:0:0
p 58.7 152.811 2016:2:21:7:0:0
p 55.23 169.916 2016:2:21:8:0:0
p 55.0086 187.9 2016:2:21:9:0:0
p 58.0744 205.199 2016:2:21:10:0:0
p 63.931 220.681 2016:2:21:11:0:0
p 71.8474 234.108 2016:2:21:12:0:0
p 81.1247 245.862 2016:2:21:13:0:0
p 82.1399 112.653 2016:2:22:4:0:0
p 72.7045 124.236 2016:2:22:5:0:0
p 64.5439 137.439 2016:2:22:6:0:0
p 58.3499 152.701 2016:2:22:7:0:0
p 54.8678 169.895 2016:2:22:8:0:0
p 54.6518 187.98 2016:2:22:9:0:0
p 57.7399 205.366 2016:2:22:10:0:0
p 63.6273 220.903 2016:2:22:11:0:0
p 71.574 234.36 2016:2:22:12:0:0
p 80.8773 246.129 2016:2:22:13:0:0
p 81.8537 112.428 2016:2:23:4:0:0
p 72.3966 124.031 2016:2:23:5:0:0
p 64.2123 137.27 2016:2:23:6:0:0
p 57.9964 152.592 2016:2:23:7:0:0
p 54.5025 169.876 2016:2:23:8:0:0
p 54.2926 188.064 2016:2:23:9:0:0
p 57.404 205.537 2016:2:23:10:0:0
p 63.323 221.129 2016:2:23:11:0:0
p 71.3005 234.616 2016:2:23:12:0:0
p 80.6298 246.401 2016:2:23:13:0:0
p 81.5638 112.203 2016:2:24:4:0:0
p 72.0852 123.826 2016:2:24:5:0:0
p 63.8775 137.1 2016:2:24:6:0:0
p 57.6398 152.484 2016:2:24:7:0:0
p 54.1345 169.859 2016:2:24:8:0:0
p 53.9313 188.153 2016:2:24:9:0:0
p 57.0667 205.714 2016:2:24:10:0:0
p 63.018 221.361 2016:2:24:11:0:0
p 71.0268 234.876 2016:2:24:12:0:0
